ID	gram	ungram	label	source
5507	Уезжайте к нам в гости. Мы будем очень рады.	Приезжайте к нам в гости. Мы будем очень рады.	лекс_глаг	torfl_B1
5508	Она прочла и долго смеялась.	Она прочла и долго смеяла.	VOICE_SJA	НКРЯ
5509	У меня болит зуб, мне нужно ехать к врачу.	У меня болит зуб, мне нужно ехать о врачу.	упр_предл	torfl_A1
5510	Сегодня во всех штатах, кроме Техаса, отстрел строго животных регулируется.	Сегодня во всех штатах, кроме Техаса, отстрел животных строго регулируется.	Non-proj	RuConst
5511	Каникулы продолжаются неделю. 	Каникулы продолжаются через неделю. 	лекс_предл	torfl_A2
5512	Летом мы поедем на озеро.	Летом мы поедем на озере.	упр_глаг	torfl_A1
5513	Её мама скажет, что хочет сделать необычный салат на ужин.	Её мама сказала, что хочет сделать необычный салат на ужин.	время	torfl_A1
5514	На стадионе «Петровский» проходят футбольные матчи, а в Ледовом дворце проходят хоккейные матчи.	На стадионе «Петровский» проходят футбольные матчи, тоже в Ледовом дворце проходят хоккейные матчи.	союз_соч	torfl_B2
5515	Пенальти — это лотереей психологической.	Пенальти — это лотерея психологическая.	pred_case	RuConst
5516	Пока она размышляла, ее всосало в толпу.	Пока она размышляла, ее давка всосала в толпу.	PRO_NATURE	НКРЯ
5517	По мере того как начать принимать это лекарство, посоветуйтесь с врачом.	Прежде чем начать принимать это лекарство, посоветуйтесь с врачом.	союз_подч	torfl_C1
5518	Лично глава городского УВД ведет переговоры.	Лично глава УВД городского ведет переговоры.	adj_n	RuConst
5519	Наташа любит читать статьи разных случаев.	Наташа любит читать статьи о разных случаях.	лекс_предл	torfl_B1
5520	Правительство, утверждённое президентом, приступило к работе.	Правительство, утвердив президентом, приступило к работе.	чр	torfl_B2
5521	Нашему директору сорок пять лет.	Наш директор сорок пять лет.	коп	torfl_A2
5522	В тот же день состоится и самый поздний матч мундиаля (22:00).	В тот же день состоится и самый позднейший матч мундиаля (22:00).	SUPER_1	RuConst
5523	В классе никого не было, хотя звонок на урок уже прозвенел.	В классе никого не было, что звонок на урок уже прозвенел.	союз_подч	torfl_A2
5524	Всё, что вы рассказали, очень поучительное.	Всё, что вы рассказали, очень поучительно.	форм_прил	torfl_B2
5525	В полиции я написал рекламу о потере паспорта.	В полиции я написал заявление о потере паспорта.	лекс_сущ	torfl_B2
5526	Скоро у него будет день рождения. Каждый год я приезжаю к нему в гости в этот день.	Скоро у него будет день рождения. Каждый год я приеду к нему в гости в этот день.	время	torfl_A1
5527	Завтра он встречает своим родителям.	Завтра он встречает своих родителей.	упр_глаг	torfl_B1
5528	Хорваты же оказались сильнее сборной Дании.	Хорваты же оказались сильнее, чем сборной Дании.	COMPAR_7	RuConst
5529	Скажите, пожалуйста, как называется этот проспект?	Скажите, пожалуйста, как называется эта проспект?	согл_атр	torfl_A2
5530	Поступок сына в университет – праздник для всей нашей семьи.	Поступление сына в университет – праздник для всей нашей семьи.	лекс_сущ	torfl_B2
5531	Обсуждение представленной на конкурс работы переносится в завтрашнем семинаре.	Обсуждение представленной на конкурс работы переносится на завтрашний семинар.	лекс_предл	torfl_B2
5532	Эта дорога давно была закрыта, но сегодня наконец-то ремонт закончен.	Эта дорога давно была закрыта, но сегодня наконец-то ремонт закончено.	согл_пред_р	torfl_B2
5533	Я знаю людей, которые говорят, что с большими деньгами всегда с большими проблемами. На самом деле я так не думаю.	Я знаю людей, которые говорят, что с большими деньгами всегда большие проблемы. На самом деле я так не думаю.	коп	torfl_A1
5534	Я люблю играть по городу. 	Я люблю гулять по городу. 	лекс_глаг	torfl_A2
5535	При этом журналистке Охлобыстин рассказал, что считает саму себя философом.	При этом в разделе «деятельность» Охлобыстин обозначил самого себя словом «филосов».	anaphor	RuConst
5536	Соревнования продолжались с утра к вечеру. 	Соревнования продолжались с утра до вечера. 	лекс_предл	torfl_B2
5537	Несмотря на успех, для спортсмена важна дружная и крепкая семья. В интервью он сказал: - Я с детства привык со своими бабушками, дедушками и прабабушкой встречаем Новый год дома, в кругу семьи.	Несмотря на успех, для спортсмена важна дружная и крепкая семья. В интервью он сказал: - Я с детства привык со своими бабушками, дедушками и прабабушкой встречать Новый год дома, в кругу семьи.	фин	torfl_A1
5538	Я не забыл, какие продукты вы заказали.	Я не забыл, каких продукты вы заказали.	согл_атр	torfl_B1
5539	Я интересуюсь футболом с детства. Я умею правила игры и всех футболистов моей любимой команды, но я не умею играть в футбол. Мне кажется, я не умею играть в футбол, потому что там надо очень быстро бегать, а я не могу бегать. Но я умею играть на пианино, и, когда моя любимая команда выигрывает, я могу сыграть их музыку (гимн).	Я интересуюсь футболом с детства. Я знаю правила игры и всех футболистов моей любимой команды, но я не умею играть в футбол. Мне кажется, я не умею играть в футбол, потому что там надо очень быстро бегать, а я не могу бегать. Но я умею играть на пианино, и, когда моя любимая команда выигрывает, я могу сыграть их музыку (гимн).	лекс_глаг	torfl_A1
5540	В глубоких креслах около журнального столика в дальнем углу кабинета настороженно выпрямились двое широкоплечих и тоже коротко остриженных парней.	В глубоких креслах около журнального столика в дальнем углу настороженно кабинета выпрямились двое широкоплечих и тоже коротко остриженных парней.	Non-proj	RuConst
5541	Мой отец привык встал в 6 часов утра.	Мой отец привык вставать в 6 часов утра.	фин	torfl_C1
5542	молодостью они часто ходили ловить рыбу на Большое озеро.	в молодости они часто ходили ловить рыбу на Большое озеро.	лекс_предл	torfl_B1
5543	Достигнувшее высшей точки, напряжение начинает уменьшаться.	Достигнув высшей точки, напряжение начинает уменьшаться.	чр	torfl_B2
5544	Сначала мне нужно вывезти ребёнка в школу.	Сначала мне нужно отвезти ребёнка в школу.	лекс_глаг	torfl_B1
5545	Поэтому у нас с налогами никогда не было вопросов.	Поэтому у нас с налогами никогда было вопросов.	npi	RuConst
5546	Женщина услышала и в обморок упала.	Женщина услышала и в обморок упала и.	COORD_VP_DOUBLE	НКРЯ
5547	Девушка всех удивила по своему ответу.	Девушка всех удивила своим ответом.	упр_глаг	torfl_B2
5548	С 1742 года М. В. Ломоносов стал преподаватель Академии наук в Санкт-Петербурге.	С 1742 года М. В. Ломоносов стал преподавателем Академии наук в Санкт-Петербурге.	упр_глаг	torfl_B2
5549	Моя коллега знает вставать в пять утра, чтобы не опоздать на работу	Моя коллега должна вставать в пять утра, чтобы не опоздать на работу	лекс_прил	torfl_A2
5550	А кому размножиться не суждено, долголетие ни к чему.	А тем, кому размножиться не суждено, долголетие ни к чему.	FREE_REL	НКРЯ
5551	И вот однажды сей задумчивый брат нашел в лесу галчонка со сломанным крылом.	И вот однажды сей задумчивый брат нашел в лесу.	DO_TRANS	НКРЯ
5552	После прогулки мы вместе с Никой пойдём спать, потому что завтра принесёт ещё один хороший день!	После прогулки мы вместе с Никой пойдём спать, потому что завтра придёт ещё один хороший день!	лекс_глаг	torfl_A1
5553	Сегодня я не буду приготовить. Я закажу пиццу.	Сегодня я не буду готовить. Я закажу пиццу.	вид	torfl_A2
5554	Прежде чем вы выберете один из вариантов размещения в гостинице, узнайте, куда выходят окна интересующих вас номеров.	Прежде чем вы выбрали бы один из вариантов размещения в гостинице, узнайте, куда выходят окна интересующих вас номеров.	мод	torfl_С1
5555	Известно, что через этот регион проходит глобальный пояс пыли.	Где известно, что проходит глобальный пояс пыли?	subj_isl	RuConst
5556	Этот подвиг совершила девушка, какой дальнейшая судьба неизвестна.	Этот подвиг совершила девушка, чья дальнейшая судьба неизвестна.	союз_подч	torfl_B2
5557	Ценим и выбираем жизнь!	Мы ценим и выбираем жизнь!	pro-drop	RuConst
5558	Друг сильно изменился за месяц.	Друг сильно изменился в месяц.	лекс_предл	torfl_B1
5559	Мама попросила старшую дочь пролить суп из супницы по тарелкам.	Мама попросила старшую дочь разлить суп из супницы по тарелкам.	лекс_глаг	torfl_C1
5560	Екатеринбург является столицей Урала.	Екатеринбург является столицы Урала.	упр_глаг	torfl_B2
5561	Наталья Тимакова объяснила, что Дмитрий Медведев является активным пользователем интернета и читает сообщения пользователей о самой себе.	Наталья Тимакова объяснила, что Дмитрий Медведев является активным пользователем интернета и читает сообщения пользователей о самом себе.	anaphor	RuConst
5562	Будет дешевле, если вы будете покупать продукты на рынке.	Будет дешевле, если бы вы будете покупать продукты на рынке.	мод	torfl_B1
5563	Шум привлек которые паслись неподалеку буйволов.	Шум привлек буйволов, которые паслись неподалеку.	n_rel	RuConst
5564	Прозвенел звонок и учитель ушёл в класс.	Прозвенел звонок и учитель вошёл в класс.	лекс_глаг	torfl_B1
5565	Родители хотят, чтобы я учился в столице. Они говорят, что только там можно получить хорошее образование.	Родители хотят, чтобы я учился в столице. Они говорят, куда только там можно получить хорошее образование.	союз_подч	torfl_A2
5566	Вчера приехал мой дедушка с Дальнего Востока.	Вчера приехал мой дедушка на Дальнем Востоке.	лекс_предл	torfl_B1
5567	Упав с второго высоты этажа, ребенок потерял сознание.	Упав с высоты второго этажа, ребенок потерял сознание.	Non-proj	RuConst
5568	Сборная Мексики обыграла команду Новой Зеландии матче группового этапа Кубка конфедераций.	Сборная Мексики обыграла команду Новой Зеландии в матче группового этапа Кубка конфедераций.	GOV_PREP_1	RuConst
5569	Я не хочу отказываться с работой в этой фирме.	Я не хочу отказываться от работы в этой фирме.	упр_глаг	torfl_B1
5570	По данному факту проводится проверка», — рассказал собеседник агентства.	По данному факту проводится проверка», — рассказал агентства собеседник.	WO_POSS_1	RuConst
5571	Когда мы ходили в парк, начался сильный дождь.	Когда мы шли в парк, начался сильный дождь.	лекс_глаг	torfl_B1
5572	Таня окончила музыкальной школе.	Таня окончила музыкальную школу.	упр_глаг	torfl_B1
5573	При этом кошки оказались более успешными хищниками, чем плотоядные птицы или даже собаки.	При этом кошки оказались успешнее хищниками, чем плотоядные птицы или даже собаки.	COMPAR_3	RuConst
5574	Где ты научился так вкусно готовишь?	Где ты научился так вкусно готовить?	фин	torfl_B1
5575	Природа и сегодня загадывает ученым много задумок.	Природа и сегодня загадывает ученым много загадок.	лекс_сущ	torfl_B2
5576	Древние пряники с осколками глазури, ребенок их честно грыз, посматривая без всякого любопытства на красивое здание с колоннами — папин офис.	Древние пряники с осколками глазури, ребенок их честно грыз, посматривая без всякого любопытства на красивое здание с колоннами — офис папин.	WO_POSS_2	НКРЯ
5577	Было очень жарко, и Марина открыть окно.	Было очень жарко, и Марина открыла окно.	фин	torfl_A1
5578	Главное, чтобы это нравилось не Вам, а коллективу, который Вы возглавляете.	Кто главное, чтобы это нравилось не Вам, а коллективу, который возглавляет?	rel_isl	НКРЯ
5579	Когда Лиза училась в старших классах, она поняла, что её нужно хорошо учиться.	Когда Лиза училась в старших классах, она поняла, что ей нужно хорошо учиться.	упр_прил	torfl_A1
5580	Сорви с меня яблочко да передай своему Якуне, пусть попробует, а как откусит от него, так тут же и вспомнит и тебя, и родимую свою сторонушку».	Сорви с меня яблочко да передай своему Якуне, пусть попробует, а откусит от него, так тут же и вспомнит и тебя, и родимую свою сторонушку».	DOUBLE_CONJ	НКРЯ
5581	Вы умеете готовить лазанью?	Вы умеете приготовить лазанью?	вид	torfl_A2
5582	Похоже, он не поздравляет ее с праздником.	Похоже, он не поздравил ее с праздником.	вид	torfl_A2
5583	Мария очень любит смотреть испанские фильмы. Она уже очень хорошо говорит испанские.	Мария очень любит смотреть испанские фильмы. Она уже очень хорошо говорит по-испански.	чр	torfl_A1
5584	Извините, Вы не скажете, как называли этот музей?	Извините, Вы не скажете, как называется этот музей?	залог	torfl_B1
5585	К вам пришёл какой-то человек при тёмных очках и усах.	К вам пришёл какой-то человек в тёмных очках и с усами.	лекс_предл	torfl_C1
5586	Не успел я пристроиться на воскресную поездку за город, как погода испортилась и начались проливные дожди.	Не успел я настроиться на воскресную поездку за город, как погода испортилась и начались проливные дожди.	лекс_глаг	torfl_C1
5587	Саша – весёлый и энергичный молодой человек, и его брат Серёжа – спокойный, серьёзный.	Саша – весёлый и энергичный молодой человек, а его брат Серёжа – спокойный, серьёзный.	союз_соч	torfl_A2
5588	Я каждый вечер смотрю новости по телевизору.	Я каждый вечер вижу новости по телевизору.	лекс_глаг	torfl_A1
5589	Марина хотела стать актрисой, но родители настояли, чтобы она поступала на филологический факультет.	Марина хотела стать актрисой, но родители настояли, чтобы поступить на филологический факультет.	фин	torfl_С1
5590	Этот фильм показывает, на что способен человек в состоянии агрессии.	Этот фильм показывает, зачем способен человек в состоянии агрессии.	союз_подч	torfl_B2
5591	До начала передачи осталось несколько минут.	До начала передачи останутся несколько минут.	согл_пред_ч	torfl_B2
5592	После университета Джон понял, что хочет играть в футбольной команде, а не работать в офисе.	После университета Джон понял, что хочет играть в футбольной команду, а не работать в офисе.	упр_предл	torfl_A1
5593	Всем хорошим в своей жизни я обязан книгами.	Всем хорошим в своей жизни я обязан книгам.	упр_прил	torfl_B2
5594	Когда я читаю эту книгу, я вспоминаю своих родителей.	Когда я читаю эту книгу, я вспоминал своих родителей.	время	torfl_B1
5595	Я интересуюсь футболом с детства. Я знаю правила игры и всех футболистов моей любимой команды, но я не знаю играть в футбол. Мне кажется, я не умею играть в футбол, потому что там надо очень быстро бегать, а я не могу бегать. Но я умею играть на пианино, и, когда моя любимая команда выигрывает, я могу сыграть их музыку (гимн).	Я интересуюсь футболом с детства. Я знаю правила игры и всех футболистов моей любимой команды, но я не умею играть в футбол. Мне кажется, я не умею играть в футбол, потому что там надо очень быстро бегать, а я не могу бегать. Но я умею играть на пианино, и, когда моя любимая команда выигрывает, я могу сыграть их музыку (гимн).	лекс_глаг	torfl_A1
5596	В толпе, собранная около здания мэрии, можно увидеть знакомые лица.	В толпе, собравшейся около здания мэрии, можно увидеть знакомые лица.	согл_атр	torfl_B2
5597	У меня есть друг, которого я знаю десять лет, и которого мы встречаемся почти каждый день!	У меня есть друг, которого я знаю десять лет, и с которым мы встречаемся почти каждый день!	лекс_предл	torfl_A1
5598	Я не знаю, что Антон был недоволен вчера.	Я не знаю, чем Антон был недоволен вчера.	упр_глаг	torfl_B1
5599	Мы не можем вспомнить, где смотрели этого человека.	Мы не можем вспомнить, где видели этого человека.	лекс_глаг	torfl_A1
5600	Местные жители и экологи заявляют о разворачивающейся экологической катастрофе.	Кто местные жители и заявляют о разворачивающейся экологической катастрофе?	CoordCon	RuConst
5601	В видео типичный «житель России» сидит над грудой картофеля, потом сметает нее на пол и достает бутылку.	В видео типичный «житель России» сидит над грудой картофеля, потом сметает ее на пол и достает бутылку.	PRON_VAR_2	RuConst
5602	Аэропорт закрыт, мы не сможем улететь сегодня в Москву.	Аэропорт закрыт, мы не сможем улетать сегодня в Москву.	вид	torfl_B2
5603	Я включаю радио и иду готовить завтрак, а после завтрака вымыл посуду.	Я включаю радио и иду готовить завтрак, а после завтрака мою посуду.	вид	torfl_A2
5604	Учителя говорят, что этого молодого человека ждёт большое будущее.	Учителя говорят, что этот молодой человек ждёт большое будущее.	упр_глаг	torfl_B1
5605	Сколько шестеро из них умерли за время разбирательства, которое длилось?	Шестеро из них умерли за время разбирательства, которое длилось шесть недель.	rel_isl	RuConst
5606	Дорогой друзья!	Дорогие друзья!	согл_атр	torfl_A1
5607	В программе я прочитал, где по телевизору будет футбол.	В программе я прочитал, когда по телевизору будет футбол.	союз_подч	torfl_A1
5608	Вчера у меня получился вкусный торт. 	Вчера у меня получила вкусный торт. 	согл_пред_р	torfl_B1
5609	По словам эксперта, лучшим вариантом для женщин будет золотое или серебряное платье с блестками, бисером, стеклярусом, стразами, камнями или металлизированным покрытием.	По словам эксперта, лучшим вариантом для женщин есть золотое или серебряное платье с блестками, бисером, стеклярусом, стразами, камнями или металлизированным покрытием.	PRED_CASE_NOUN_3	RuConst
5610	Эта одежда позволит человеку, где бы он ни находился, общаться с другими людьми, получать сведения из Интернета и дистанционно управлять любой техникой.	Эта одежда позволит человеку, где бы он находился, общаться с другими людьми, получать сведения из Интернета и дистанционно управлять любой техникой.	COND_5	НКРЯ
5611	Начался сильный дождь, и мы не знали, куда спрятаться.	Начался сильный дождь, хотя мы не знали, куда спрятаться.	союз_соч	torfl_B2
5612	В Китае распространилась привычка, приверженцев которой окрестили нюхателями котов.	В Китае распространилась привычка, приверженцев окрестили нюхателями котов которой.	wh_rel	RuConst
5613	Когда мы с братом пришли домой, мы выпили сок.	Когда мы с братом пришли домой, мы пьём сок.	вид	torfl_B1
5614	— Смотрите не забудьте позвонить Петровой, мы же договорились созвониться сегодня вечером.	— Смотрите не забудете позвонить Петровой, мы же договорились созвониться сегодня вечером.	мод	torfl_C1
5615	Кроме того, австралийка отбелила глаза, пожелтели после коррекции которые.	Кроме того, австралийка отбелила глаза, которые пожелтели после коррекции.	wh_rel	RuConst
5616	С самого начала научная деятельность Ломоносова была исключительно интенсивна.	С самого начала научная деятельность Ломоносова была исключительно интенсивный.	согл_пред_р	torfl_B2
5617	Специалисты доказали, что религиозные люди живут на 5,64 года дольше, чем неверующие.	Специалисты доказали, что религиозные люди живут на 5,64 года дольше, чем неверующих.	COMPAR_5	RuConst
5618	Извините, Вы не скажете, как зовут этот музей?	Извините, Вы не скажете, как называется этот музей?	согл_пред_ч	torfl_B1
5619	Извините, Вы не скажете, как называется этот музей?	Извините, Вы не скажете, как зовут этот музей?	лекс_глаг	torfl_B1
5620	"– Когда будут студенческие каникулы?
– Сначала новогодние каникулы, сессия, а потом студенты будут отдыхать целую неделю."	"– Когда будут студенческие каникулы?
– Сначала новогодние праздники, сессия, а потом студенты будут отдыхать целую неделю."	лекс_сущ	torfl_A2
5621	У него такая яркая внешность. Такие лица припоминаются надолго.	У него такая яркая внешность. Такие лица запоминаются надолго.	лекс_глаг	torfl_C1
5622	если вы хорошо учитесь, то вы можете участвовать в конкурсе на стипендию нашего университета.	где вы хорошо учитесь, то вы можете участвовать в конкурсе на стипендию нашего университета.	союз_подч	torfl_A1
5623	Ранее сообщалось, самолет загорелся в воздухе что.	Ранее сообщалось, что самолет загорелся в воздухе.	comp_s	RuConst
5624	«Греки уже находятсь в крымском правительстве и готовы к переговорам.	«Греки уже находятся в крымском правительстве и готовы к переговорам.	REFL_VAR	RuConst
5625	Мы попросили Виктора Ивановича обсудить новые слова.	Мы попросили Виктора Ивановича объяснить новые слова.	лекс_глаг	torfl_B1
5626	Угонщик 300 метров протащил его за собой.	Из-за угонщика мотоцикл 300 метров протащил за собой.	anaphor	RuConst
5627	Саша спросил меня, о чём я люблю пить кофе.	Саша спросил меня, с чем я люблю пить кофе.	упр_глаг	torfl_B1
5628	В Санкт-Петербург приезжает много туристы.	В Санкт-Петербург приезжает много туристов.	числ	torfl_A1
5629	В ресторане мы долго выбрали вино.	В ресторане мы долго выбирали вино.	вид	torfl_A1
5630	Самолёт прилетел точно по своему расписанию.	Самолёт прилетел точно в своём расписании.	лекс_предл	torfl_B1
5631	Раньше это был жилой дом, а теперь его почти полностью пристроили, и туда переехал банк.	Раньше это был жилой дом, а теперь его почти полностью перестроили, и туда переехал банк.	лекс_глаг	torfl_C1
5632	Работы было много, но мы были уверены в своих силах.	Работы было много, но мы были уверены от своих сил.	упр_глаг	torfl_C1
5633	Что небольшая группа демонстрантов ворвалась в здание законодательного собрания мегаполиса, протаранив?	Небольшая группа демонстрантов ворвалась в здание законодательного собрания мегаполиса, протаранив боковую стеклянную дверь.	conv_isl	RuConst
5634	Чтобы купить подарок нашему коллеге, мы зашли все магазины.	Чтобы купить подарок нашему коллеге, мы обошли все магазины.	лекс_глаг	torfl_B1
5635	Чьи задания вы делаете? 	Чья задания вы делаете? 	согл_атр	torfl_A1
5636	В конкурсе рисунков, организовавший в честь Дня Матери, выиграл мой лучший друг.	В конкурсе рисунков, организованном в честь Дня Матери, выиграл мой лучший друг.	согл_атр	torfl_B2
5637	Как известно, при нагревании жидкость испаряется.	Как известно, с нагреванием жидкость испаряется.	лекс_предл	torfl_B2
5638	Рабочие успели перестроить новый дом в срок.	Рабочие успели достроить новый дом в срок.	лекс_глаг	torfl_B2
5639	Ведь одежда не только защищает от холода или от жары — нет, она создает настроение человеку.	Ведь одежда не только от защищает холода или от жары — нет, она создает настроение человеку.	Non-proj	RuConst
5640	Нефть транспортируется по магистральному нефтепроводу «Заполярье-Пурпе».	Нефть транспортируетсь по магистральному нефтепроводу «Заполярье-Пурпе».	REFL_VAR	RuConst
5641	«Эминем годами отравлял разум нашей молодежи», — заявил политик.	«Эминем годами отравлял разум молодежи нас», — заявил политик.	PRON_POSS	RuConst
5642	Турецкие пограничники задержали судно, перевозившее тонну героина.	Турецкие пограничники задержали судно, перевозив тонну героина.	CONTROL_CONV	RuConst
5643	В комиссии сидели уважаемые всеми люди: кандидаты и доктора наук.	В комиссии сидели уважаемые всё люди: кандидаты и доктора наук.	упр_глаг	torfl_B2
5644	Только компания «Кузбассуголь» перечислила городу на праздник и подготовку к зиме 17 миллионов рублей.	Город был перечислен компанией «Кузбассуголь» на праздник и подготовку к зиме 17 миллионами рублей.	IO_PASSIVIZATION	RuConst
5645	Будьте добры, отойдите чуть-чуть в сторону.	Будьте добры, будете отходить чуть-чуть в сторону.	вид	torfl_C1
5646	Андрею никогда ни на что не хватало времени. А тут вдруг взял и пишет диссертацию.	Андрею никогда ни на что не хватало времени. А тут вдруг взял и написал диссертацию.	время	torfl_C1
5647	Все были  счастливы, что победил именно тот спортсмен, который был всем симпатичен.	Все были  счастливым, что победил именно тот спортсмен, который был всем симпатичен.	согл_пред_ч	torfl_С1
5648	Учебники по иностранным языкам продаются на втором этаже магазина.	Учебники для иностранных языков продаются на втором этаже магазина.	лекс_предл	torfl_B2
5649	Комитет для строительства провёл вчера очередное заседание.	Комитет по строительству провёл вчера очередное заседание.	упр_сущ	torfl_C1
5650	За час автобус проехал 60 километров, но до реки не доехал.	За час автобус ехал 60 километров, но до реки не доехал.	вид	torfl_B1
5651	Мне пришлось самостоятельно разбираться в материале, изучаемый на уроках русского языка.	Мне пришлось самостоятельно разбираться в материале, изучаемом на уроках русского языка.	согл_атр	torfl_B2
5652	Почему ты носишь платье принцессы?	Почему носишь платье принцессы?	pro-drop	RuConst
5653	Он ещё плохо умеет говорить по-русски.	Он ещё плохо владеет говорить по-русски.	лекс_глаг	torfl_B2
5654	Иван каждый вечер звонит свою маму.	Иван каждый вечер звонит своей маме.	упр_глаг	torfl_B1
5655	Остановки для отдыха гонщики делали всего несколько минут. 	Остановки для отдыха гонщики делали всего на несколько минут. 	лекс_предл	torfl_B2
5656	По словам местной представителей полиции, речь не идет о террористическом акте.	По словам представителей местной полиции, речь не идет о террористическом акте.	Non-proj	RuConst
5657	Успех Лермонтова – результата его таланта.	Успех Лермонтова – результат его таланта.	коп	torfl_B2
5658	Зато сегодня вот обнаружил файл с загадочным названием «Pe».	Зато сегодня вот обнаружил.	DO_TRANS	НКРЯ
5659	У меня дома стоит пианино, что я не играю на нём.	У меня дома стоит пианино, но я не играю на нём.	союз_соч	torfl_A1
5660	Я уверен в победе моей любимой футбольной команды.	Я уверен при победе моей любимой футбольной команды.	упр_прил	torfl_B2
5661	Вы обедаете в этом ресторан?	Вы обедаете в этом ресторане?	упр_предл	torfl_A1
5662	Я прочитал в газете, чтобы открылся новый музей.	Я прочитал в газете, что открылся новый музей.	союз_подч	torfl_B1
5663	Металлургия начала развиваться на Урале на восемнадцатом веке.	Металлургия начала развиваться на Урале в восемнадцатом веке.	лекс_предл	torfl_B2
5664	В программе «Случайный свидетель» показывают то, чего мы никогда не видели.	В программе «Случайный свидетель» показывают то, чему мы никогда не видели.	упр_глаг	torfl_B2
5665	Это мне такую галошу подарил Зеленобородый волшебник.	Это я был подарен такой галошей Зеленобродым волшебником.	IO_PASSIVIZATION	RuConst
5666	Недавно я сделал письмо от друга.	Недавно я получил письмо от друга.	лекс_глаг	torfl_A1
5667	Когда мы ехали в Екатеринбург, мы познакомились с русскими студентами.	Когда мы ходили в Екатеринбург, мы познакомились с русскими студентами.	лекс_глаг	torfl_A1
5668	Я отмечал Новый год с родными братьями.	Я отмечал Новый год родным братьям.	лекс_предл	torfl_A1
5669	Я знаю, что Максим интересуется английской литературой и хочет стать известный переводчик.	Я знаю, что Максим интересуется английской литературой и хочет стать известным переводчиком.	упр_глаг	torfl_A2
5670	Дмитрий отдыхал, а потом сделал домашнее задание.	Дмитрий отдохнул, а потом сделал домашнее задание.	вид	torfl_B1
5671	Он лучше б готовился к майдану российскому.	Он лучше б готовился к российскому майдану.	adj_n	RuConst
5672	Моя коллега умеет вставать в пять утра, чтобы не опоздать на работу	Моя коллега должна вставать в пять утра, чтобы не опоздать на работу	лекс_прил	torfl_A2
